"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr10",122096708,122097157,450,"*","SRR11392448_bam_peak_942",25,".",2.56982,6.07959,2.55584,"Promoter (<=1kb)",10,122081260,122097156,15897,2,"216395","ENSMUST00000038772.12",0,"ENSMUSG00000034620","Rxylt1","ribitol xylosyltransferase 1"
"chr10",122678872,122679402,531,"*","SRR11392448_bam_peak_943",14,".",2.17059,4.60907,1.49727,"Promoter (<=1kb)",10,122679315,122679415,101,1,"102466884","ENSMUST00000185165.1",0,"ENSMUSG00000099225","Mir8104","microRNA 8104"
"chr10",122985228,122985588,361,"*","SRR11392448_bam_peak_944",18,".",2.40062,5.04457,1.80938,"Promoter (<=1kb)",10,122985640,122985724,85,2,"387251","ENSMUST00000083472.3",136,"ENSMUSG00000065406","Mirlet7i","microRNA let7i"
"chr10",123075551,123076194,644,"*","SRR11392448_bam_peak_945",12,".",2.41732,4.2755,1.25701,"Promoter (<=1kb)",10,122995349,123076025,80677,2,"67074","ENSMUST00000037557.8",0,"ENSMUSG00000034602","Mon2","MON2 homolog, regulator of endosome to Golgi trafficking"
"chr10",123196707,123197284,578,"*","SRR11392448_bam_peak_946",19,".",2.3071,5.25451,1.96215,"Promoter (<=1kb)",10,123105006,123196995,91990,2,"14479","ENSMUST00000220377.1",0,"ENSMUSG00000020124","Usp15","ubiquitin specific peptidase 15"
"chr10",123264496,123265537,1042,"*","SRR11392448_bam_peak_947",16,".",2.65018,4.82186,1.65047,"Promoter (<=1kb)",10,123264985,123740947,475963,1,"268354","ENSMUST00000219723.1",0,"ENSMUSG00000044071","Tafa2","TAFA chemokine like family member 2"
"chr10",124288425,124288735,311,"*","SRR11392448_bam_peak_948",17,".",3.77628,4.90552,1.71287,"Distal Intergenic",10,124469074,124524488,55415,1,"75030","ENSMUST00000219167.1",-180339,"ENSMUSG00000121661","4930503E24Rik","eukaryotic translation initiation factor 3, subunit I pseudogene"
"chr10",125389419,125389714,296,"*","SRR11392448_bam_peak_949",12,".",2.31548,4.21364,1.21193,"Promoter (<=1kb)",10,125227485,125389465,161981,2,"20503","ENSMUST00000210780.1",0,"ENSMUSG00000020102","Slc16a7","solute carrier family 16 (monocarboxylic acid transporters), member 7"
"chr10",125965913,125966604,692,"*","SRR11392448_bam_peak_950",24,".",2.68739,5.98991,2.49184,"Promoter (<=1kb)",10,125966219,125998013,31795,1,"320398","ENSMUST00000217813.1",0,"ENSMUSG00000020105","Lrig3","leucine-rich repeats and immunoglobulin-like domains 3"
"chr10",126900848,126901340,493,"*","SRR11392448_bam_peak_951",26,".",2.66314,6.16927,2.62131,"Promoter (<=1kb)",10,126887249,126901348,14100,2,"68876","ENSMUST00000168520.2",8,"ENSMUSG00000025436","Atp23","ATP23 metallopeptidase and ATP synthase assembly factor homolog"
"chr10",126978282,126979168,887,"*","SRR11392448_bam_peak_952",23,".",2.84125,5.82342,2.3731,"Promoter (<=1kb)",10,126978717,126999969,21253,1,"52468","ENSMUST00000105256.9",0,"ENSMUSG00000078429","Ctdsp2","CTD small phosphatase 2"
"chr10",126980035,126980998,964,"*","SRR11392448_bam_peak_953",13,".",2.21888,4.39876,1.34569,"Promoter (1-2kb)",10,126979029,126980800,1772,1,"52468","ENSMUST00000219917.1",1006,"ENSMUSG00000078429","Ctdsp2","CTD small phosphatase 2"
"chr10",126982554,126982772,219,"*","SRR11392448_bam_peak_954",18,".",2.75976,5.0463,1.81238,"Intron (ENSMUST00000105256.9/52468, intron 1 of 7)",10,126979029,126980800,1772,1,"52468","ENSMUST00000219917.1",3525,"ENSMUSG00000078429","Ctdsp2","CTD small phosphatase 2"
"chr10",127041692,127042086,395,"*","SRR11392448_bam_peak_955",11,".",2.1458,4.18542,1.19387,"Promoter (<=1kb)",10,127041932,127046365,4434,1,"17299","ENSMUST00000006915.13",0,"ENSMUSG00000006732","Mettl1","methyltransferase 1, tRNA methylguanosine"
"chr10",127059686,127060083,398,"*","SRR11392448_bam_peak_956",16,".",2.52398,4.76983,1.61233,"Promoter (<=1kb)",10,127055011,127060184,5174,2,"216438","ENSMUST00000040307.5",101,"ENSMUSG00000040502","Marchf9","membrane associated ring-CH-type finger 9"
"chr10",127063683,127064048,366,"*","SRR11392448_bam_peak_957",14,".",2.17115,4.53659,1.44461,"Promoter (<=1kb)",10,127063868,127066231,2364,1,"12567","ENSMUST00000125682.1",0,"ENSMUSG00000006728","Cdk4","cyclin dependent kinase 4"
"chr10",127069939,127070236,298,"*","SRR11392448_bam_peak_958",22,".",2.43167,5.69152,2.27745,"Promoter (<=1kb)",10,127068907,127069981,1075,2,"67125","ENSMUST00000218603.1",0,"ENSMUSG00000006736","Tspan31","tetraspanin 31"
"chr10",127165603,127166709,1107,"*","SRR11392448_bam_peak_959",16,".",2.47712,4.86363,1.6797,"Promoter (<=1kb)",10,127165831,127170412,4582,1,"14421","ENSMUST00000218977.1",0,"ENSMUSG00000006731","B4galnt1","beta-1,4-N-acetyl-galactosaminyl transferase 1"
"chr10",127195017,127195885,869,"*","SRR11392448_bam_peak_960",16,".",2.40437,4.78236,1.6208,"Promoter (<=1kb)",10,127195249,127200750,5502,1,"100038591","ENSMUST00000219079.1",0,"ENSMUSG00000120324","F420014N23Rik","RIKEN cDNA F420014N23 gene"
"chr10",127211194,127211395,202,"*","SRR11392448_bam_peak_961",16,".",2.41009,4.75582,1.60236,"Promoter (<=1kb)",10,127197067,127211555,14489,2,"117150","ENSMUST00000013970.8",160,"ENSMUSG00000025417","Pip4k2c","phosphatidylinositol-5-phosphate 4-kinase, type II, gamma"
"chr10",127266410,127267036,627,"*","SRR11392448_bam_peak_962",30,".",2.82791,6.81104,3.08469,"Promoter (<=1kb)",10,127266387,127281950,15564,1,"69654","ENSMUST00000026479.10",23,"ENSMUSG00000025410","Dctn2","dynactin 2"
"chr10",127288768,127289443,676,"*","SRR11392448_bam_peak_963",13,".",2.57223,4.44046,1.37637,"Promoter (<=1kb)",10,127281956,127288890,6935,2,"110962","ENSMUST00000026476.12",0,"ENSMUSG00000025409","Mbd6","methyl-CpG binding domain protein 6"
"chr10",127311438,127312320,883,"*","SRR11392448_bam_peak_964",24,".",2.71747,5.86734,2.40418,"Promoter (<=1kb)",10,127296221,127311786,15566,2,"216443","ENSMUST00000037290.11",0,"ENSMUSG00000040354","Mars1","methionine-tRNA synthetase 1"
"chr10",127420946,127421350,405,"*","SRR11392448_bam_peak_965",11,".",2.8506,4.07822,1.11573,"Promoter (<=1kb)",10,127421124,127499031,77908,1,"71750","ENSMUST00000170336.7",0,"ENSMUSG00000025404","R3hdm2","R3H domain containing 2"
"chr10",127522082,127522291,210,"*","SRR11392448_bam_peak_966",16,".",2.47399,4.77081,1.61111,"Promoter (<=1kb)",10,127520468,127522364,1897,2,"108037","ENSMUST00000217682.1",73,"ENSMUSG00000025403","Shmt2","serine hydroxymethyltransferase 2 (mitochondrial)"
"chr10",127619970,127620974,1005,"*","SRR11392448_bam_peak_967",29,".",2.51067,6.57397,2.91391,"Promoter (<=1kb)",10,127589156,127620970,31815,2,"16971","ENSMUST00000121829.7",0,"ENSMUSG00000040249","Lrp1","low density lipoprotein receptor-related protein 1"
"chr10",127668177,127668536,360,"*","SRR11392448_bam_peak_968",23,".",3.22851,5.7616,2.32889,"Promoter (<=1kb)",10,127664984,127668568,3585,2,"17937","ENSMUST00000129252.1",32,"ENSMUSG00000025402","Nab2","Ngfi-A binding protein 2"
"chr10",127677117,127677319,203,"*","SRR11392448_bam_peak_969",25,".",2.94831,6.05306,2.53674,"Promoter (<=1kb)",10,127677066,127701049,23984,1,"210035","ENSMUST00000048099.4",51,"ENSMUSG00000040195","Nemp1","nuclear envelope integral membrane protein 1"
"chr10",128035375,128036962,1588,"*","SRR11392448_bam_peak_970",18,".",2.4586,5.0623,1.82424,"Promoter (<=1kb)",10,128035575,128048633,13059,1,"17938","ENSMUST00000073868.8",0,"ENSMUSG00000061315","Naca","nascent polypeptide-associated complex alpha polypeptide"
"chr10",128058399,128058603,205,"*","SRR11392448_bam_peak_971",15,".",2.20399,4.62616,1.50789,"Promoter (<=1kb)",10,128058954,128077272,18319,1,"56351","ENSMUST00000052798.13",-351,"ENSMUSG00000071072","Ptges3","prostaglandin E synthase 3"
"chr10",128059292,128059768,477,"*","SRR11392448_bam_peak_972",16,".",2.23147,4.76002,1.60527,"Promoter (<=1kb)",10,128059011,128076978,17968,1,"56351","ENSMUST00000084771.2",281,"ENSMUSG00000071072","Ptges3","prostaglandin E synthase 3"
"chr10",128092316,128093593,1278,"*","SRR11392448_bam_peak_973",22,".",2.48454,5.61618,2.22253,"Promoter (<=1kb)",10,128092783,128119325,26543,1,"116848","ENSMUST00000219072.1",0,"ENSMUSG00000040054","Baz2a","bromodomain adjacent to zinc finger domain, 2A"
"chr10",128096896,128097175,280,"*","SRR11392448_bam_peak_974",24,".",2.71323,5.86756,2.40284,"Promoter (<=1kb)",10,128096380,128119340,22961,1,"116848","ENSMUST00000219980.1",516,"ENSMUSG00000040054","Baz2a","bromodomain adjacent to zinc finger domain, 2A"
"chr10",128232085,128232576,492,"*","SRR11392448_bam_peak_975",35,".",3.15069,7.43698,3.53615,"Promoter (<=1kb)",10,128232089,128252852,20764,1,"21853","ENSMUST00000105244.7",0,"ENSMUSG00000039994","Timeless","timeless circadian clock 1"
"chr10",128302961,128303941,981,"*","SRR11392448_bam_peak_976",14,".",2.49581,4.58465,1.47854,"Promoter (<=1kb)",10,128303335,128321353,18019,1,"103135","ENSMUST00000005825.7",0,"ENSMUSG00000005682","Pan2","PAN2 poly(A) specific ribonuclease subunit"
"chr10",128322250,128322867,618,"*","SRR11392448_bam_peak_977",37,".",2.71798,7.71925,3.75942,"Promoter (<=1kb)",10,128322459,128327553,5095,1,"56530","ENSMUST00000219037.1",0,"ENSMUSG00000025381","Cnpy2","canopy FGF signaling regulator 2"
"chr10",128337302,128338285,984,"*","SRR11392448_bam_peak_978",21,".",2.46984,5.55934,2.1815,"Promoter (<=1kb)",10,128337734,128362479,24746,1,"12974","ENSMUST00000005826.8",0,"ENSMUSG00000005683","Cs","citrate synthase"
"chr10",128368247,128369441,1195,"*","SRR11392448_bam_peak_979",19,".",2.55775,5.24905,1.95773,"Promoter (<=1kb)",10,128363100,128368691,5592,2,"210582","ENSMUST00000220027.1",0,"ENSMUSG00000039914","Coq10a","coenzyme Q10A"
"chr10",128376827,128377450,624,"*","SRR11392448_bam_peak_980",18,".",2.55182,5.11207,1.85967,"Promoter (<=1kb)",10,128377115,128385496,8382,1,"237615","ENSMUST00000167990.1",0,"ENSMUSG00000014498","Ankrd52","ankyrin repeat domain 52"
"chr10",128411306,128412267,962,"*","SRR11392448_bam_peak_981",20,".",2.37542,5.35855,2.03636,"Promoter (<=1kb)",10,128411657,128441441,29785,1,"67588","ENSMUST00000171342.2",0,"ENSMUSG00000025373","Rnf41","ring finger protein 41"
"chr10",128458657,128459949,1293,"*","SRR11392448_bam_peak_982",17,".",2.54245,4.93687,1.73402,"Promoter (<=1kb)",10,128458680,128458768,89,1,"102465894","ENSMUST00000184718.1",0,"ENSMUSG00000098957","Mir8105","microRNA 8105"
"chr10",128492605,128494528,1924,"*","SRR11392448_bam_peak_983",15,".",2.28057,4.70018,1.56269,"Promoter (<=1kb)",10,128490860,128493875,3016,2,"17904","ENSMUST00000164181.1",0,"ENSMUSG00000090841","Myl6","myosin, light polypeptide 6, alkali, smooth muscle and non-muscle"
"chr10",128498869,128499310,442,"*","SRR11392448_bam_peak_984",19,".",2.67848,5.22133,1.93712,"Promoter (<=1kb)",10,128494157,128498685,4529,2,"216459","ENSMUST00000026428.3",-184,"ENSMUSG00000039824","Myl6b","myosin, light polypeptide 6B"
"chr10",128565262,128565867,606,"*","SRR11392448_bam_peak_985",22,".",2.58778,5.64286,2.2407,"Promoter (<=1kb)",10,128563152,128565869,2718,2,"18813","ENSMUST00000147068.1",2,"ENSMUSG00000025364","Pa2g4","proliferation-associated 2G4"
"chr10",128566342,128566550,209,"*","SRR11392448_bam_peak_986",38,".",2.65909,7.88837,3.86235,"Promoter (<=1kb)",10,128557768,128565987,8220,2,"18813","ENSMUST00000131728.3",-355,"ENSMUSG00000025364","Pa2g4","proliferation-associated 2G4"
"chr10",128625975,128626455,481,"*","SRR11392448_bam_peak_987",15,".",2.35019,4.73119,1.58458,"Promoter (<=1kb)",10,128624534,128626424,1891,2,"27370","ENSMUST00000219591.1",0,"ENSMUSG00000025362","Rps26","ribosomal protein S26"
"chr10",128645334,128645856,523,"*","SRR11392448_bam_peak_988",12,".",2.39903,4.32441,1.29203,"Promoter (<=1kb)",10,128632415,128645826,13412,2,"22781","ENSMUST00000221150.1",0,"ENSMUSG00000002578","Ikzf4","IKAROS family zinc finger 4"
"chr10",128695429,128696244,816,"*","SRR11392448_bam_peak_989",36,".",2.7474,7.63866,3.69914,"Promoter (<=1kb)",10,128681803,128696257,14455,2,"19344","ENSMUST00000220593.1",13,"ENSMUSG00000000711","Rab5b","RAB5B, member RAS oncogene family"
"chr10",128743123,128744119,997,"*","SRR11392448_bam_peak_990",21,".",2.69164,5.46874,2.11659,"Promoter (<=1kb)",10,128720134,128744075,23942,2,"13139","ENSMUST00000026414.8",0,"ENSMUSG00000025357","Dgka","diacylglycerol kinase, alpha"
"chr10",128803891,128804290,400,"*","SRR11392448_bam_peak_991",11,".",2.37992,4.19408,1.19933,"Promoter (<=1kb)",10,128800105,128803961,3857,2,"73827","ENSMUST00000152966.1",0,"ENSMUSG00000047090","Tmem198b","transmembrane protein 198b"
"chr10",128804783,128805207,425,"*","SRR11392448_bam_peak_992",14,".",2.23226,4.59092,1.4839,"Promoter (<=1kb)",10,128805554,128819259,13706,1,"74330","ENSMUST00000217745.1",-347,"ENSMUSG00000025354","Dnajc14","DnaJ heat shock protein family (Hsp40) member C14"
"chr10",128923272,128923909,638,"*","SRR11392448_bam_peak_993",29,".",2.75906,6.57318,2.91621,"Promoter (<=1kb)",10,128917882,128923524,5643,2,"14533","ENSMUST00000153731.7",0,"ENSMUSG00000090247","Bloc1s1","biogenesis of lysosomal organelles complex-1, subunit 1"
"chr10",128933709,128934241,533,"*","SRR11392448_bam_peak_994",15,".",2.7514,4.74588,1.5972,"Promoter (<=1kb)",10,128933818,128958282,24465,1,"16404","ENSMUST00000099112.3",0,"ENSMUSG00000025348","Itga7","integrin alpha 7"
"chr11",3202234,3202523,290,"*","SRR11392448_bam_peak_997",16,".",2.43792,4.85478,1.67431,"Promoter (<=1kb)",11,3202392,3244581,42190,1,"74203","ENSMUST00000020734.10",0,"ENSMUSG00000020454","Eif4enif1","eukaryotic translation initiation factor 4E nuclear import factor 1"
"chr11",3203041,3203361,321,"*","SRR11392448_bam_peak_998",13,".",2.23074,4.46913,1.39607,"Promoter (<=1kb)",11,3203021,3244587,41567,1,"74203","ENSMUST00000110048.7",20,"ENSMUSG00000020454","Eif4enif1","eukaryotic translation initiation factor 4E nuclear import factor 1"
"chr11",3265997,3266895,899,"*","SRR11392448_bam_peak_999",22,".",2.49358,5.62857,2.23075,"Promoter (<=1kb)",11,3249907,3266393,16487,2,"13494","ENSMUST00000020741.11",0,"ENSMUSG00000020457","Drg1","developmentally regulated GTP binding protein 1"
"chr11",3289004,3290126,1123,"*","SRR11392448_bam_peak_1000",28,".",2.69291,6.46385,2.83348,"Promoter (<=1kb)",11,3289167,3309083,19917,1,"56218","ENSMUST00000101644.9",0,"ENSMUSG00000020453","Patz1","POZ (BTB) and AT hook containing zinc finger 1"
"chr11",3291194,3291597,404,"*","SRR11392448_bam_peak_1001",13,".",2.51386,4.36992,1.32547,"Promoter (<=1kb)",11,3291459,3308142,16684,1,"56218","ENSMUST00000123983.7",0,"ENSMUSG00000020453","Patz1","POZ (BTB) and AT hook containing zinc finger 1"
"chr11",3292195,3292784,590,"*","SRR11392448_bam_peak_1002",11,".",2.61287,4.13548,1.15777,"Promoter (<=1kb)",11,3292195,3294668,2474,1,"56218","ENSMUST00000153603.7",0,"ENSMUSG00000020453","Patz1","POZ (BTB) and AT hook containing zinc finger 1"
"chr11",3371163,3371715,553,"*","SRR11392448_bam_peak_1003",20,".",2.28449,5.40233,2.06699,"Promoter (<=1kb)",11,3344256,3371376,27121,2,"16886","ENSMUST00000101640.9",0,"ENSMUSG00000020451","Limk2","LIM domain kinase 2"
"chr11",3408878,3409112,235,"*","SRR11392448_bam_peak_1004",22,".",2.51157,5.66534,2.25721,"Promoter (<=1kb)",11,3344256,3409174,64919,2,"16886","ENSMUST00000101638.3",62,"ENSMUSG00000020451","Limk2","LIM domain kinase 2"
"chr11",3451719,3452266,548,"*","SRR11392448_bam_peak_1005",21,".",2.32227,5.47209,2.11856,"Promoter (<=1kb)",11,3417876,3452334,34459,2,"193670","ENSMUST00000144055.1",68,"ENSMUSG00000020448","Rnf185","ring finger protein 185"
"chr11",3515079,3515521,443,"*","SRR11392448_bam_peak_1006",22,".",2.69109,5.64005,2.23971,"Promoter (<=1kb)",11,3514867,3517351,2485,1,"114679","ENSMUST00000094469.4",212,"ENSMUSG00000075702","Selenom","selenoprotein M"
"chr11",3539054,3539597,544,"*","SRR11392448_bam_peak_1007",24,".",2.72093,5.95419,2.46548,"Promoter (<=1kb)",11,3517523,3539239,21717,2,"29856","ENSMUST00000075118.9",0,"ENSMUSG00000020439","Smtn","smoothelin"
"chr11",3648642,3649822,1181,"*","SRR11392448_bam_peak_1008",16,".",2.51816,4.87174,1.68645,"Promoter (<=1kb)",11,3639794,3648812,9019,2,"544752","ENSMUST00000144852.1",0,"ENSMUSG00000056579","Tug1","taurine upregulated gene 1"
"chr11",3773352,3773642,291,"*","SRR11392448_bam_peak_1009",12,".",2.50871,4.32685,1.29446,"Promoter (<=1kb)",11,3717852,3773789,55938,2,"74309","ENSMUST00000127371.1",147,"ENSMUSG00000020435","Osbp2","oxysterol binding protein 2"
"chr11",3913475,3913674,200,"*","SRR11392448_bam_peak_1010",17,".",2.43695,5.02746,1.79727,"Promoter (<=1kb)",11,3907021,3914664,7644,2,"103710","ENSMUST00000109995.1",990,"ENSMUSG00000048807","Slc35e4","solute carrier family 35, member E4"
"chr11",3914080,3914622,543,"*","SRR11392448_bam_peak_1011",19,".",2.71048,5.23144,1.94588,"Promoter (<=1kb)",11,3907021,3914664,7644,2,"103710","ENSMUST00000109995.1",42,"ENSMUSG00000048807","Slc35e4","solute carrier family 35, member E4"
"chr11",3964048,3964392,345,"*","SRR11392448_bam_peak_1012",18,".",2.24008,5.06625,1.82659,"Promoter (<=1kb)",11,3964049,3976884,12836,1,"64934","ENSMUST00000137544.1",0,"ENSMUSG00000020430","Pes1","pescadillo ribosomal biogenesis factor 1"
"chr11",4118282,4118562,281,"*","SRR11392448_bam_peak_1013",13,".",2.2821,4.46535,1.39355,"Promoter (<=1kb)",11,4097775,4118696,20922,2,"67815","ENSMUST00000123901.7",134,"ENSMUSG00000003585","Sec14l2","SEC14-like lipid binding 2"
"chr11",4160410,4160841,432,"*","SRR11392448_bam_peak_1014",26,".",2.60736,6.16485,2.61809,"Promoter (<=1kb)",11,4160355,4173110,12756,1,"67465","ENSMUST00000129583.7",55,"ENSMUSG00000002129","Sf3a1","splicing factor 3a, subunit 1"
"chr11",4186915,4187255,341,"*","SRR11392448_bam_peak_1015",26,".",2.61319,6.19143,2.63733,"Promoter (<=1kb)",11,4186822,4215502,28681,1,"103724","ENSMUST00000180088.1",93,"ENSMUSG00000034412","Tbc1d10a","TBC1 domain family, member 10a"
"chr11",4594040,4594718,679,"*","SRR11392448_bam_peak_1016",20,".",2.42529,5.39855,2.06466,"Promoter (<=1kb)",11,4480868,4594815,113948,2,"74302","ENSMUST00000109943.9",97,"ENSMUSG00000034354","Mtmr3","myotubularin related protein 3"
"chr11",4637773,4637978,206,"*","SRR11392448_bam_peak_1017",31,".",2.69308,6.88014,3.13451,"Promoter (<=1kb)",11,4637747,4685699,47953,1,"75452","ENSMUST00000109930.2",26,"ENSMUSG00000020412","Ascc2","activating signal cointegrator 1 complex subunit 2"
"chr11",4703739,4704290,552,"*","SRR11392448_bam_peak_1018",24,".",2.47482,5.93536,2.45197,"Promoter (<=1kb)",11,4701982,4704053,2072,2,"66152","ENSMUST00000130236.1",0,"ENSMUSG00000059534","Uqcr10","ubiquinol-cytochrome c reductase, complex III subunit X"
"chr11",4848993,4849873,881,"*","SRR11392448_bam_peak_1019",21,".",2.41097,5.50685,2.14418,"Promoter (<=1kb)",11,4765845,4849536,83692,2,"18016","ENSMUST00000109910.8",0,"ENSMUSG00000009073","Nf2","neurofibromin 2"
"chr11",4895070,4895882,813,"*","SRR11392448_bam_peak_1020",29,".",2.76321,6.55867,2.90423,"Promoter (<=1kb)",11,4895320,4928867,33548,1,"107829","ENSMUST00000101615.8",0,"ENSMUSG00000034274","Thoc5","THO complex 5"
"chr11",4948228,4948617,390,"*","SRR11392448_bam_peak_1021",13,".",2.43593,4.38457,1.33594,"Promoter (<=1kb)",11,4938754,4948064,9311,2,"380684","ENSMUST00000093369.4",-164,"ENSMUSG00000020396","Nefh","neurofilament, heavy polypeptide"
"chr11",5058139,5058362,224,"*","SRR11392448_bam_peak_1022",16,".",2.6694,4.83773,1.6611,"Promoter (<=1kb)",11,5058128,5060385,2258,1,"75668","ENSMUST00000037218.1",11,"ENSMUSG00000034209","Rasl10a","RAS-like, family 10, member A"
"chr11",5064935,5065594,660,"*","SRR11392448_bam_peak_1023",20,".",2.54771,5.36803,2.04251,"Promoter (<=1kb)",11,5054132,5065294,11163,2,"78926","ENSMUST00000122886.7",0,"ENSMUSG00000034201","Gas2l1","growth arrest-specific 2 like 1"
"chr11",5261077,5261473,397,"*","SRR11392448_bam_peak_1024",19,".",2.59274,5.23989,1.95181,"Promoter (<=1kb)",11,5191552,5261558,70007,2,"84035","ENSMUST00000020662.14",85,"ENSMUSG00000020393","Kremen1","kringle containing transmembrane protein 1"
"chr11",5444254,5444758,505,"*","SRR11392448_bam_peak_1025",17,".",2.55581,5.00916,1.78387,"Promoter (<=1kb)",11,5276324,5444847,168524,2,"407821","ENSMUST00000109867.7",89,"ENSMUSG00000041961","Znrf3","zinc and ring finger 3"
"chr11",5520621,5521462,842,"*","SRR11392448_bam_peak_1026",16,".",2.23875,4.78519,1.62404,"Promoter (<=1kb)",11,5520659,5525893,5235,1,"22433","ENSMUST00000063084.15",0,"ENSMUSG00000020484","Xbp1","X-box binding protein 1"
"chr11",5521903,5522180,278,"*","SRR11392448_bam_peak_1027",16,".",2.5934,4.88572,1.69648,"Promoter (<=1kb)",11,5521923,5525105,3183,1,"22433","ENSMUST00000149159.2",0,"ENSMUSG00000020484","Xbp1","X-box binding protein 1"
"chr11",5541855,5542126,272,"*","SRR11392448_bam_peak_1028",15,".",2.17023,4.64097,1.51958,"Promoter (<=1kb)",11,5528887,5542187,13301,2,"104479","ENSMUST00000020776.4",61,"ENSMUSG00000020482","Ccdc117","coiled-coil domain containing 117"
"chr11",5740869,5741430,562,"*","SRR11392448_bam_peak_1029",24,".",2.40179,5.95438,2.46672,"Promoter (<=1kb)",11,5713417,5741150,27734,2,"72046","ENSMUST00000093362.11",0,"ENSMUSG00000049680","Urgcp","upregulator of cell proliferation"
"chr11",5761849,5762365,517,"*","SRR11392448_bam_peak_1030",32,".",2.69622,7.08352,3.28175,"Promoter (<=1kb)",11,5762129,5781876,19748,1,"76508","ENSMUST00000137510.7",0,"ENSMUSG00000121496","Ube2d-ps","ubiquitin-conjugating enzyme E2D, pseudogene"
"chr11",5788630,5789037,408,"*","SRR11392448_bam_peak_1031",30,".",2.61282,6.81864,3.09077,"Promoter (<=1kb)",11,5788530,5800962,12433,1,"13169","ENSMUST00000102928.4",100,"ENSMUSG00000020476","Dbnl","drebrin-like"
"chr11",5837435,5837749,315,"*","SRR11392448_bam_peak_1032",14,".",2.28787,4.5787,1.47382,"Promoter (<=1kb)",11,5836278,5837752,1475,2,"54125","ENSMUST00000124564.1",3,"ENSMUSG00000020474","Polm","polymerase (DNA directed), mu"
"chr11",5861797,5862039,243,"*","SRR11392448_bam_peak_1033",11,".",3.15906,4.12034,1.14499,"Promoter (<=1kb)",11,5861947,5872088,10142,1,"11568","ENSMUST00000102923.9",0,"ENSMUSG00000020473","Aebp1","AE binding protein 1"
"chr11",5955812,5956131,320,"*","SRR11392448_bam_peak_1034",27,".",2.48846,6.38853,2.77956,"Promoter (<=1kb)",11,5955693,5967780,12088,1,"56418","ENSMUST00000002818.8",119,"ENSMUSG00000002741","Ykt6","YKT6 v-SNARE homolog (S. cerevisiae)"
"chr11",6199566,6200019,454,"*","SRR11392448_bam_peak_1035",19,".",2.39692,5.26381,1.96897,"Promoter (<=1kb)",11,6105691,6200415,94725,2,"209586","ENSMUST00000066496.9",396,"ENSMUSG00000053838","Nudcd3","NudC domain containing 3"
"chr11",6267324,6267686,363,"*","SRR11392448_bam_peak_1036",29,".",2.58862,6.59261,2.92626,"Promoter (<=1kb)",11,6267046,6267746,701,2,"52513","ENSMUST00000155874.1",60,"ENSMUSG00000004393","Ddx56","DEAD box helicase 56"
"chr11",6274600,6275200,601,"*","SRR11392448_bam_peak_1037",16,".",2.49392,4.80437,1.63709,"Promoter (<=1kb)",11,6270369,6274870,4502,2,"103694","ENSMUST00000004508.12",0,"ENSMUSG00000004394","Tmed4","transmembrane p24 trafficking protein 4"
"chr11",6291665,6292081,417,"*","SRR11392448_bam_peak_1038",14,".",2.20057,4.53316,1.44136,"Promoter (<=1kb)",11,6291666,6356578,64913,1,"18293","ENSMUST00000101554.8",0,"ENSMUSG00000020456","Ogdh","oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)"
"chr11",6389118,6389932,815,"*","SRR11392448_bam_peak_1039",17,".",2.35663,4.93337,1.72987,"Promoter (<=1kb)",11,6389364,6406158,16795,1,"52915","ENSMUST00000012612.10",0,"ENSMUSG00000041164","Zmiz2","zinc finger, MIZ-type containing 2"
"chr11",6415923,6416310,388,"*","SRR11392448_bam_peak_1040",26,".",2.78269,6.19749,2.64293,"Promoter (<=1kb)",11,6416312,6419804,3493,1,"268373","ENSMUST00000213200.1",-2,"ENSMUSG00000071866","Ppia","peptidylprolyl isomerase A"
"chr11",6473560,6473962,403,"*","SRR11392448_bam_peak_1041",13,".",2.98144,4.41572,1.35713,"Promoter (1-2kb)",11,6472225,6472277,53,2,"19291","ENSMUST00000175144.1",-1283,"ENSMUSG00000094483","Purb","purine rich element binding protein B"
"chr11",6474637,6475827,1191,"*","SRR11392448_bam_peak_1042",14,".",2.56368,4.59745,1.4887,"Promoter (<=1kb)",11,6467599,6475917,8319,2,"19291","ENSMUST00000179343.2",90,"ENSMUSG00000094483","Purb","purine rich element binding protein B"
"chr11",6528313,6528746,434,"*","SRR11392448_bam_peak_1043",38,".",3.45673,7.89816,3.88161,"Promoter (<=1kb)",11,6527051,6528763,1713,2,"100041286","ENSMUST00000134527.2",17,"ENSMUSG00000085156","Snhg15","small nucleolar RNA host gene 15"
"chr11",6546564,6547189,626,"*","SRR11392448_bam_peak_1044",22,".",2.54601,5.65423,2.24932,"Promoter (<=1kb)",11,6546887,6596744,49858,1,"216527","ENSMUST00000000388.14",0,"ENSMUSG00000000378","Ccm2","cerebral cavernous malformation 2"
"chr11",6605113,6605957,845,"*","SRR11392448_bam_peak_1045",17,".",2.57102,4.98729,1.76886,"Promoter (<=1kb)",11,6597823,6606053,8231,2,"192950","ENSMUST00000045713.3",96,"ENSMUSG00000041073","Nacad","NAC alpha domain containing"
